# OpenSignals Text File Format. Version 1
# {"00:07:80:89:7F:D7": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:89:7F:D7", "device connection": "BTH00:07:80:89:7F:D7", "sampling rate": 1000, "resolution": [16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-10-20", "time": "10:5:26.799", "channels": [1, 2], "sensor": ["BVP", "EDA"], "label": ["CH1", "CH2"], "column": ["nSeq", "DI", "CH1", "CH2"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["green", "red"], "convertedValues": 1}}
# EndOfHeader
0.0	0.0	0.46753	0.3185	
1.0	0.0	0.46817	0.3273	
2.0	0.0	0.46873	0.3403	
3.0	0.0	0.46948	0.3223	
4.0	0.0	0.46942	0.3338	
5.0	0.0	0.46893	0.3193	
6.0	0.0	0.46799	0.3262	
7.0	0.0	0.46738	0.3403	
8.0	0.0	0.46722	0.3311	
9.0	0.0	0.46767	0.3384	
10.0	0.0	0.46832	0.3201	
11.0	0.0	0.46899	0.3323	
12.0	0.0	0.46924	0.3189	
13.0	0.0	0.46877	0.3292	
14.0	0.0	0.46797	0.3437	
15.0	0.0	0.4671	0.3246	
16.0	0.0	0.46669	0.3342	
17.0	0.0	0.46678	0.3197	
18.0	0.0	0.46741	0.33	
19.0	0.0	0.46822	0.338	
20.0	0.0	0.46863	0.3212	
21.0	0.0	0.4684	0.333	
22.0	0.0	0.46774	0.3178	
23.0	0.0	0.46675	0.3292	
24.0	0.0	0.46617	0.3189	
25.0	0.0	0.46616	0.3311	
26.0	0.0	0.46674	0.3368	
27.0	0.0	0.46756	0.3181	
28.0	0.0	0.46826	0.3349	
29.0	0.0	0.46832	0.338	
30.0	0.0	0.46777	0.3193	
31.0	0.0	0.46695	0.3296	
32.0	0.0	0.46632	0.3201	
33.0	0.0	0.466	0.3265	
34.0	0.0	0.46637	0.3338	
35.0	0.0	0.46722	0.3189	
36.0	0.0	0.46791	0.3277	
37.0	0.0	0.46828	0.3407	
38.0	0.0	0.46786	0.3239	
39.0	0.0	0.46704	0.3361	
