# OpenSignals Text File Format. Version 1
# {"00:07:80:89:7F:D7": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:89:7F:D7", "device connection": "BTH00:07:80:89:7F:D7", "sampling rate": 1000, "resolution": [16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-10-27", "time": "10:10:31.383", "channels": [1, 2], "sensor": ["BVP", "EDA"], "label": ["CH1", "CH2"], "column": ["nSeq", "DI", "CH1", "CH2"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["green", "red"]}}
# EndOfHeader
0	0	7018	22805	
1	0	6939	22805	
2	0	6868	22772	
3	0	6789	22736	
4	0	6706	22770	
5	0	6617	22804	
6	0	6519	22806	
7	0	6425	22809	
8	0	6340	22806	
9	0	6278	22814	
10	0	6215	22821	
11	0	6164	22737	
12	0	6091	22804	
13	0	6020	22809	
14	0	5940	22806	
15	0	5857	22808	
16	0	5782	22786	
17	0	5733	22800	
18	0	5686	22819	
19	0	5642	22811	
20	0	5597	22823	
21	0	5536	22807	
22	0	5466	22756	
23	0	5406	22806	
24	0	5349	22822	
25	0	5308	22812	
26	0	5276	22820	
27	0	5249	22813	
28	0	5216	22819	
29	0	5183	22828	
30	0	5137	22745	
31	0	5082	22817	
32	0	5033	22815	
33	0	5002	22818	
34	0	4983	22824	
35	0	4967	22760	
36	0	4951	22824	
37	0	4922	22828	
38	0	4878	22815	
39	0	4836	22831	
40	0	4796	22758	
41	0	4760	22760	
42	0	4747	22798	
43	0	4726	22820	
44	0	4718	22814	
45	0	4690	22817	
46	0	4649	22820	
47	0	4604	22830	
48	0	4566	22823	
49	0	4532	22842	
50	0	4505	22824	
51	0	4492	22823	
52	0	4466	22829	
53	0	4442	22825	
54	0	4403	22781	
55	0	4363	22820	
56	0	4315	22814	
57	0	4283	22822	
58	0	4246	22825	
59	0	4227	22817	
60	0	4204	22764	
61	0	4174	22828	
62	0	4138	22838	
63	0	4098	22831	
64	0	4057	22839	
65	0	4017	22757	
66	0	3972	22829	
67	0	3950	22828	
68	0	3924	22847	
69	0	3901	22822	
70	0	3868	22838	
71	0	3829	22836	
72	0	3785	22798	
73	0	3741	22745	
74	0	3710	22834	
75	0	3682	22832	
76	0	3655	22780	
77	0	3621	22837	
78	0	3586	22838	
79	0	3546	22829	
80	0	3513	22835	
81	0	3463	22836	
82	0	3420	22757	
83	0	3387	22837	
84	0	3338	22836	
85	0	3301	22839	
86	0	3266	22845	
87	0	3231	22840	
88	0	3190	22758	
89	0	3134	22842	
90	0	3089	22833	
91	0	3037	22850	
92	0	2985	22858	
93	0	2955	22784	
94	0	2916	22852	
95	0	2878	22804	
96	0	2827	22847	
97	0	2786	22844	
98	0	2733	22863	
99	0	2675	22850	
100	0	2629	22852	
101	0	2571	22852	
102	0	2532	22844	
103	0	2496	22859	
104	0	2458	22857	
105	0	2411	22852	
106	0	2359	22830	
107	0	2305	22860	
108	0	2246	22848	
109	0	2202	22802	
110	0	2170	22869	
111	0	2136	22877	
112	0	2114	22817	
113	0	2075	22865	
114	0	2032	22854	
115	0	1976	22812	
116	0	1925	22871	
117	0	1884	22863	
118	0	1860	22871	
119	0	1830	22873	
120	0	1814	22823	
121	0	1784	22878	
122	0	1744	22871	
123	0	1695	22887	
124	0	1645	22864	
125	0	1616	22881	
126	0	1593	22885	
127	0	1586	22822	
128	0	1572	22880	
129	0	1567	22804	
130	0	1543	22872	
131	0	1490	22875	
132	0	1451	22854	
133	0	1427	22893	
134	0	1419	22879	
135	0	1420	22900	
136	0	1427	22902	
137	0	1427	22797	
138	0	1412	22885	
139	0	1388	22878	
140	0	1349	22892	
141	0	1336	22887	
142	0	1339	22800	
143	0	1351	22879	
144	0	1373	22832	
145	0	1390	22890	
146	0	1385	22868	
147	0	1372	22802	
148	0	1347	22876	
149	0	1337	22887	
150	0	1348	22900	
151	0	1366	22892	
152	0	1397	22837	
153	0	1417	22889	
154	0	1420	22886	
155	0	1413	22823	
156	0	1396	22886	
157	0	1394	22881	
158	0	1398	22794	
159	0	1419	22876	
160	0	1446	22855	
161	0	1470	22876	
162	0	1468	22888	
163	0	1452	22799	
164	0	1431	22880	
165	0	1413	22818	
166	0	1409	22890	
167	0	1415	22848	
168	0	1433	22882	
169	0	1445	22871	
170	0	1433	22855	
171	0	1408	22886	
172	0	1381	22820	
173	0	1354	22888	
174	0	1338	22870	
175	0	1341	22885	
176	0	1353	22885	
177	0	1349	22804	
178	0	1340	22876	
179	0	1312	22879	
180	0	1276	22889	
181	0	1248	22872	
182	0	1227	22861	
183	0	1223	22886	
184	0	1221	22874	
185	0	1215	22894	
186	0	1197	22892	
187	0	1165	22790	
188	0	1138	22871	
189	0	1114	22868	
190	0	1092	22889	
191	0	1084	22865	
192	0	1086	22804	
193	0	1080	22878	
194	0	1064	22868	
195	0	1049	22807	
196	0	1034	22871	
197	0	1017	22842	
198	0	1011	22881	
199	0	1014	22885	
200	0	1011	22836	
201	0	1017	22887	
202	0	1014	22878	
203	0	1014	22855	
204	0	1009	22843	
205	0	1009	22866	
206	0	1017	22843	
207	0	1030	22885	
208	0	1049	22861	
209	0	1054	22871	
210	0	1070	22874	
211	0	1087	22825	
212	0	1111	22877	
213	0	1129	22864	
214	0	1150	22782	
215	0	1175	22862	
216	0	1197	22833	
217	0	1213	22885	
218	0	1243	22898	
219	0	1278	22790	
220	0	1318	22885	
221	0	1356	22874	
222	0	1396	22885	
223	0	1443	22903	
224	0	1481	22829	
225	0	1513	22902	
226	0	1556	22901	
227	0	1620	22864	
228	0	1686	22895	
229	0	1750	22903	
230	0	1817	22827	
231	0	1882	22890	
232	0	1927	22883	
233	0	1981	22894	
234	0	2053	22884	
235	0	2136	22808	
236	0	2233	22891	
237	0	2328	22831	
238	0	2425	22894	
239	0	2513	22882	
240	0	2576	22895	
241	0	2653	22906	
242	0	2748	22821	
243	0	2853	22900	
244	0	2979	22894	
245	0	3105	22894	
246	0	3235	22820	
247	0	3344	22900	
248	0	3430	22854	
249	0	3533	22892	
250	0	3653	22892	
251	0	3783	22893	
252	0	3926	22909	
253	0	4087	22818	
254	0	4250	22892	
255	0	4401	22886	
256	0	4534	22900	
257	0	4671	22912	
258	0	4835	22903	
259	0	5029	22903	
260	0	5238	22888	
261	0	5462	22908	
262	0	5685	22889	
263	0	5886	22902	
264	0	6061	22888	
265	0	6248	22831	
266	0	6442	22887	
267	0	6669	22882	
268	0	6908	22885	
269	0	7145	22876	
270	0	7376	22868	
271	0	7579	22887	
272	0	7768	22839	
273	0	7956	22881	
274	0	8161	22870	
275	0	8383	22892	
276	0	8620	22891	
277	0	8861	22889	
278	0	9088	22877	
279	0	9296	22892	
280	0	9477	22871	
281	0	9648	22828	
282	0	9846	22881	
283	0	10046	22826	
284	0	10252	22863	
285	0	10478	22880	
286	0	10683	22871	
287	0	10869	22865	
288	0	11025	22878	
289	0	11170	22879	
290	0	11332	22864	
291	0	11505	22871	
292	0	11684	22884	
293	0	11876	22856	
294	0	12057	22862	
295	0	12196	22873	
296	0	12329	22861	
297	0	12453	22861	
298	0	12583	22872	
299	0	12729	22870	
300	0	12881	22821	
301	0	13044	22856	
302	0	13189	22861	
303	0	13315	22814	
304	0	13424	22860	
305	0	13536	22857	
306	0	13642	22863	
307	0	13763	22868	
308	0	13894	22830	
309	0	14040	22855	
310	0	14164	22863	
311	0	14276	22866	
312	0	14374	22863	
313	0	14465	22830	
314	0	14571	22859	
